Server: Loading model from game_engine/model/best_model.pth
Server Ready: Batch=4096, Streams=8, Device=cuda
   [Worker 0] Starting Game 1...
   [Worker 3] Starting Game 1...
   [Worker 2] Starting Game 1...
   [Worker 6] Starting Game 1...
   [Worker 5] Starting Game 1...
   [Worker 1] Starting Game 1...
   [Worker 4] Starting Game 1...
   [Worker 7] Starting Game 1...
   [Worker 14] Starting Game 1...
   [Worker 8] Starting Game 1...
   [Worker 10] Starting Game 1...
   [Worker 9] Starting Game 1...
   [Worker 11] Starting Game 1...
   [Worker 13] Starting Game 1...
   [Worker 12] Starting Game 1...
   [Worker 17] Starting Game 1...
   [Worker 16] Starting Game 1...
   [Worker 15] Starting Game 1...
   [Worker 22] Starting Game 1...
   [Worker 21] Starting Game 1...
   [Worker 18] Starting Game 1...
   [Worker 25] Starting Game 1...
   [Worker 19] Starting Game 1...
   [Worker 20] Starting Game 1...
   [Worker 23] Starting Game 1...
   [Worker 29] Starting Game 1...
   [Worker 24] Starting Game 1...
   [Worker 26] Starting Game 1...
   [Worker 27] Starting Game 1...
   [Worker 28] Starting Game 1...
   [Worker 36] Starting Game 1...
   [Worker 30] Starting Game 1...
   [Worker 31] Starting Game 1...
   [Worker 32] Starting Game 1...
   [Worker 34] Starting Game 1...
   [Worker 33] Starting Game 1...
   [Worker 35] Starting Game 1...
   [Worker 37] Starting Game 1...
   [Worker 40] Starting Game 1...
   [Worker 42] Starting Game 1...
   [Worker 38] Starting Game 1...
   [Worker 39] Starting Game 1...
   [Worker 41] Starting Game 1...
   [Worker 43] Starting Game 1...
   [Worker 0] Move 1: a2a3 (14.14s | 113 sim/s)
   [Worker 17] Move 9: c3e4 (32.71s | 49 sim/s)
   [Worker 41] Move 9: f2f3 (31.52s | 51 sim/s)
   [Worker 11] Move 9: e2e4 (35.73s | 45 sim/s)
   [Worker 26] Move 9: c1d2 (32.21s | 50 sim/s)
   [Worker 32] Move 9: h1g1 (31.96s | 50 sim/s)
   [Worker 28] Move 9: e2e3 (33.96s | 47 sim/s)
   [Worker 42] Move 9: c1b2 (33.33s | 48 sim/s)
   [Worker 43] Move 9: g4h5 (35.16s | 46 sim/s)
   [Worker 20] Move 9: f2f3 (34.00s | 47 sim/s)
   [Worker 23] Move 9: g1e2 (32.27s | 50 sim/s)
   [Worker 40] Move 9: c2c3 (33.74s | 47 sim/s)
   [Worker 27] Move 9: b4b5 (34.73s | 46 sim/s)
   [Worker 39] Move 9: c1e3 (32.55s | 49 sim/s)
   [Worker 21] Move 9: a2a3 (35.27s | 45 sim/s)
   [Worker 35] Move 9: f3g4 (33.99s | 47 sim/s)
   [Worker 36] Move 9: a4a5 (34.96s | 46 sim/s)
   [Worker 22] Move 9: c2c3 (34.86s | 46 sim/s)
   [Worker 38] Move 9: g2g4 (34.25s | 47 sim/s)
   [Worker 16] Move 9: d1d3 (34.21s | 47 sim/s)
   [Worker 30] Move 9: g2g4 (35.91s | 45 sim/s)
   [Worker 33] Move 9: g1f3 (34.27s | 47 sim/s)
   [Worker 5] Move 10: h6h5 (35.05s | 46 sim/s)
   [Worker 14] Move 10: b8a6 (34.81s | 46 sim/s)
   [Worker 0] Move 10: f6e4 (37.09s | 43 sim/s)
   [Worker 7] Move 10: d5e4 (33.03s | 48 sim/s)
   [Worker 2] Move 10: e7e6 (33.55s | 48 sim/s)
   [Worker 10] Move 10: f7f6 (31.67s | 51 sim/s)
   [Worker 31] Move 10: d7d6 (31.64s | 51 sim/s)
   [Worker 3] Move 10: g7g5 (34.87s | 46 sim/s)
   [Worker 8] Move 10: a7a5 (33.51s | 48 sim/s)
   [Worker 1] Move 10: e7e6 (31.57s | 51 sim/s)
   [Worker 13] Move 10: e8f8 (33.01s | 48 sim/s)
   [Worker 12] Move 10: h7h6 (34.25s | 47 sim/s)
   [Worker 34] Move 10: h2h1 (31.15s | 51 sim/s)
   [Worker 19] Move 10: d7d6 (30.97s | 52 sim/s)
   [Worker 6] Move 10: h6h5 (34.27s | 47 sim/s)
   [Worker 29] Move 10: b8d7 (33.61s | 48 sim/s)
   [Worker 9] Move 10: f7f5 (33.62s | 48 sim/s)
   [Worker 18] Move 10: b7b5 (32.60s | 49 sim/s)
   [Worker 37] Move 10: b5b4 (33.88s | 47 sim/s)
   [Worker 15] Move 10: b7b6 (32.87s | 49 sim/s)
   [Worker 25] Move 10: e7e6 (35.10s | 46 sim/s)
   [Worker 41] Move 10: d8c8 (31.37s | 51 sim/s)
   [Worker 4] Move 10: f8g7 (34.11s | 47 sim/s)
   [Worker 17] Move 10: d7d6 (34.00s | 47 sim/s)
   [Worker 32] Move 10: b7c8 (33.03s | 48 sim/s)
   [Worker 24] Move 10: e7e6 (35.29s | 45 sim/s)
   [Worker 11] Move 10: c6b4 (34.49s | 46 sim/s)
   [Worker 26] Move 10: g7g6 (34.20s | 47 sim/s)
   [Worker 42] Move 10: g8h6 (32.02s | 50 sim/s)
   [Worker 28] Move 10: f8d6 (35.13s | 46 sim/s)
   [Worker 43] Move 10: h6h7 (34.24s | 47 sim/s)
   [Worker 27] Move 10: g7g6 (32.85s | 49 sim/s)
   [Worker 23] Move 10: d7d6 (33.19s | 48 sim/s)
   [Worker 20] Move 10: g8e7 (35.61s | 45 sim/s)
   [Worker 40] Move 10: g7g6 (34.29s | 47 sim/s)
   [Worker 21] Move 10: c8h3 (32.96s | 49 sim/s)
   [Worker 35] Move 10: b7b5 (32.82s | 49 sim/s)
   [Worker 38] Move 10: a7a6 (32.69s | 49 sim/s)
   [Worker 39] Move 10: f7f6 (35.40s | 45 sim/s)
   [Worker 30] Move 10: f5c8 (34.14s | 47 sim/s)
   [Worker 36] Move 10: e6e5 (35.57s | 45 sim/s)
   [Worker 22] Move 10: b8c6 (36.09s | 44 sim/s)
   [Worker 16] Move 10: e7e5 (35.34s | 45 sim/s)
   [Worker 5] Move 11: a1b1 (31.31s | 51 sim/s)
   [Worker 33] Move 10: e8f8 (35.51s | 45 sim/s)
   [Worker 14] Move 11: f2f4 (31.04s | 52 sim/s)
   [Worker 7] Move 11: d3e4 (32.81s | 49 sim/s)
   [Worker 31] Move 11: c1b2 (31.05s | 52 sim/s)
   [Worker 10] Move 11: b3b4 (33.25s | 48 sim/s)
   [Worker 3] Move 11: b4a5 (30.70s | 52 sim/s)
   [Worker 0] Move 11: a3a4 (36.09s | 44 sim/s)
   [Worker 8] Move 11: f1g2 (32.07s | 50 sim/s)
   [Worker 2] Move 11: g2g3 (36.26s | 44 sim/s)
   [Worker 13] Move 11: d2d4 (31.93s | 50 sim/s)
   [Worker 12] Move 11: d5e3 (32.72s | 49 sim/s)
   [Worker 1] Move 11: g2g3 (34.72s | 46 sim/s)
   [Worker 6] Move 11: a1b1 (32.73s | 49 sim/s)
   [Worker 9] Move 11: d1f3 (31.58s | 51 sim/s)
   [Worker 29] Move 11: d2d4 (31.71s | 50 sim/s)
   [Worker 19] Move 11: f3g1 (33.22s | 48 sim/s)
   [Worker 37] Move 11: e2e4 (31.36s | 51 sim/s)
   [Worker 34] Move 11: e1f1 (35.30s | 45 sim/s)
   [Worker 15] Move 11: d2d4 (33.11s | 48 sim/s)
   [Worker 18] Move 11: a4b5 (33.88s | 47 sim/s)
   [Worker 41] Move 11: c1b2 (33.18s | 48 sim/s)
   [Worker 17] Move 11: g1f3 (31.84s | 50 sim/s)
   [Worker 4] Move 11: d2d3 (33.63s | 48 sim/s)
   [Worker 32] Move 11: h2h4 (31.47s | 51 sim/s)
   [Worker 25] Move 11: g4f5 (36.24s | 44 sim/s)
   [Worker 26] Move 11: g2g4 (32.56s | 49 sim/s)
   [Worker 24] Move 11: g4f5 (33.76s | 47 sim/s)
   [Worker 11] Move 11: e4e5 (33.31s | 48 sim/s)
   [Worker 43] Move 11: c1b2 (30.77s | 52 sim/s)
   [Worker 42] Move 11: f3e5 (34.99s | 46 sim/s)
   [Worker 23] Move 11: e1g1 (31.98s | 50 sim/s)
   [Worker 20] Move 11: d6f7 (31.70s | 50 sim/s)
   [Worker 27] Move 11: e2e4 (33.19s | 48 sim/s)
   [Worker 28] Move 11: g2c6 (34.35s | 47 sim/s)
   [Worker 35] Move 11: b2b4 (32.46s | 49 sim/s)
   [Worker 40] Move 11: c1e3 (34.01s | 47 sim/s)
   [Worker 21] Move 11: d1c2 (34.54s | 46 sim/s)
   [Worker 30] Move 11: f2f3 (31.85s | 50 sim/s)
   [Worker 36] Move 11: c2c3 (34.70s | 46 sim/s)
   [Worker 39] Move 11: d3d4 (36.83s | 43 sim/s)
   [Worker 22] Move 11: f3h4 (34.91s | 46 sim/s)
   [Worker 38] Move 11: d2d4 (38.31s | 42 sim/s)
   [Worker 16] Move 11: d4e5 (36.15s | 44 sim/s)
   [Worker 33] Move 11: g2g4 (33.17s | 48 sim/s)
   [Worker 14] Move 12: f8g7 (33.50s | 48 sim/s)
   [Worker 5] Move 12: d7d5 (36.44s | 44 sim/s)
   [Worker 31] Move 12: c8e6 (32.23s | 50 sim/s)
   [Worker 7] Move 12: a8b8 (33.63s | 48 sim/s)
   [Worker 3] Move 12: e7e5 (33.42s | 48 sim/s)
   [Worker 10] Move 12: b8a6 (34.28s | 47 sim/s)
   [Worker 1] Move 12: d8e7 (29.41s | 54 sim/s)
   [Worker 2] Move 12: d8e7 (33.11s | 48 sim/s)
   [Worker 13] Move 12: h8h6 (32.94s | 49 sim/s)
   [Worker 0] Move 12: b8c6 (35.91s | 45 sim/s)
   [Worker 19] Move 12: e7e5 (31.47s | 51 sim/s)
   [Worker 8] Move 12: g8f6 (36.24s | 44 sim/s)
   [Worker 12] Move 12: g8f6 (33.45s | 48 sim/s)
   [Worker 29] Move 12: h7h6 (33.45s | 48 sim/s)
   [Worker 6] Move 12: d7d5 (33.68s | 48 sim/s)
   [Worker 9] Move 12: h7h5 (33.58s | 48 sim/s)
   [Worker 18] Move 12: c7c5 (31.14s | 51 sim/s)
   [Worker 34] Move 12: e7e6 (34.28s | 47 sim/s)
   [Worker 32] Move 12: b5b4 (31.85s | 50 sim/s)
   [Worker 37] Move 12: b4b3 (35.85s | 45 sim/s)
   [Worker 4] Move 12: h7h6 (33.40s | 48 sim/s)
   [Worker 15] Move 12: h7h5 (35.70s | 45 sim/s)
   [Worker 26] Move 12: h7h6 (31.97s | 50 sim/s)
   [Worker 24] Move 12: c5c4 (31.84s | 50 sim/s)
   [Worker 41] Move 12: b8d7 (35.39s | 45 sim/s)
   [Worker 17] Move 12: g8h6 (35.71s | 45 sim/s)
   [Worker 11] Move 12: g7g6 (33.21s | 48 sim/s)
   [Worker 25] Move 12: c5c4 (34.50s | 46 sim/s)
   [Worker 42] Move 12: b8d7 (32.48s | 49 sim/s)
   [Worker 43] Move 12: g5g4 (33.61s | 48 sim/s)
   [Worker 20] Move 12: b7b5 (32.47s | 49 sim/s)
   [Worker 28] Move 12: e5d4 (32.42s | 49 sim/s)
   [Worker 35] Move 12: e8f7 (32.13s | 50 sim/s)
   [Worker 27] Move 12: a7a8 (34.10s | 47 sim/s)
   [Worker 23] Move 12: g8h6 (35.19s | 45 sim/s)
   [Worker 30] Move 12: d5c4 (31.81s | 50 sim/s)
   [Worker 21] Move 12: c5a6 (34.15s | 47 sim/s)
   [Worker 40] Move 12: c6b4 (37.18s | 43 sim/s)
   [Worker 39] Move 12: d7d5 (34.66s | 46 sim/s)
   [Worker 36] Move 12: c8g4 (36.22s | 44 sim/s)
   [Worker 38] Move 12: e7e5 (34.24s | 47 sim/s)
   [Worker 33] Move 12: b8a6 (33.43s | 48 sim/s)
   [Worker 14] Move 13: c1a3 (32.57s | 49 sim/s)
   [Worker 22] Move 12: f8e7 (37.29s | 43 sim/s)
   [Worker 5] Move 13: e4e5 (32.44s | 49 sim/s)
   [Worker 31] Move 13: h1h3 (32.45s | 49 sim/s)
   [Worker 16] Move 12: b7b6 (37.87s | 42 sim/s)
   [Worker 7] Move 13: e1f2 (34.18s | 47 sim/s)
   [Worker 3] Move 13: h1g1 (33.15s | 48 sim/s)
   [Worker 13] Move 13: g5f7 (32.13s | 50 sim/s)
   [Worker 10] Move 13: e2e4 (33.94s | 47 sim/s)
   [Worker 1] Move 13: d2d3 (34.17s | 47 sim/s)
   [Worker 29] Move 13: d4d5 (30.90s | 52 sim/s)
   [Worker 6] Move 13: e4e5 (30.94s | 52 sim/s)
   [Worker 8] Move 13: g2d5 (32.71s | 49 sim/s)
   [Worker 2] Move 13: d2d3 (36.24s | 44 sim/s)
   [Worker 18] Move 13: e2e3 (31.26s | 51 sim/s)
   [Worker 19] Move 13: c1a3 (34.39s | 47 sim/s)
   [Worker 0] Move 13: b1d2 (37.84s | 42 sim/s)
   [Worker 9] Move 13: h2h4 (34.87s | 46 sim/s)
   [Worker 12] Move 13: a1b1 (36.46s | 44 sim/s)
   [Worker 37] Move 13: g1f3 (32.63s | 49 sim/s)
   [Worker 32] Move 13: a3b4 (33.01s | 48 sim/s)
   [Worker 4] Move 13: g2g3 (32.59s | 49 sim/s)
   [Worker 26] Move 13: e1f2 (32.86s | 49 sim/s)
   [Worker 41] Move 13: g1h3 (32.62s | 49 sim/s)
   [Worker 34] Move 13: f5g4 (36.50s | 44 sim/s)
   [Worker 42] Move 13: e5c6 (31.16s | 51 sim/s)
   [Worker 25] Move 13: f1g2 (32.72s | 49 sim/s)
   [Worker 11] Move 13: f1b5 (32.98s | 49 sim/s)
   [Worker 43] Move 13: b3b4 (32.53s | 49 sim/s)
   [Worker 24] Move 13: f1g2 (35.77s | 45 sim/s)
   [Worker 15] Move 13: d4e5 (36.47s | 44 sim/s)
   [Worker 35] Move 13: c2c3 (30.72s | 52 sim/s)
   [Worker 17] Move 13: c2c3 (35.71s | 45 sim/s)
   [Worker 28] Move 13: e3d4 (33.80s | 47 sim/s)
   [Worker 20] Move 13: d2d3 (34.67s | 46 sim/s)
   [Worker 30] Move 13: a2a4 (32.55s | 49 sim/s)
   [Worker 23] Move 13: b1a3 (34.40s | 47 sim/s)
   [Worker 27] Move 13: c1h6 (35.73s | 45 sim/s)
   [Worker 21] Move 13: g1h3 (37.01s | 43 sim/s)
   [Worker 38] Move 13: g1e2 (32.11s | 50 sim/s)
   [Worker 40] Move 13: g1f3 (36.24s | 44 sim/s)
   [Worker 14] Move 14: b7b5 (33.81s | 47 sim/s)
   [Worker 33] Move 13: h5h6 (34.47s | 46 sim/s)
   [Worker 39] Move 13: b2b4 (36.50s | 44 sim/s)
   [Worker 31] Move 14: g7g5 (32.31s | 50 sim/s)
   [Worker 36] Move 13: h2h4 (36.71s | 44 sim/s)
   [Worker 22] Move 13: b1a3 (36.02s | 44 sim/s)
   [Worker 10] Move 14: f8g7 (30.94s | 52 sim/s)
   [Worker 5] Move 14: c8f5 (37.45s | 43 sim/s)
   [Worker 7] Move 14: f7f5 (34.68s | 46 sim/s)
   [Worker 16] Move 13: d3b3 (36.59s | 44 sim/s)
   [Worker 1] Move 14: b7a6 (31.80s | 50 sim/s)
   [Worker 3] Move 14: e5d4 (35.77s | 45 sim/s)
   [Worker 13] Move 14: g6g5 (34.95s | 46 sim/s)
   [Worker 2] Move 14: b7a6 (32.40s | 49 sim/s)
   [Worker 6] Move 14: c8f5 (33.45s | 48 sim/s)
   [Worker 8] Move 14: a5b4 (33.49s | 48 sim/s)
   [Worker 19] Move 14: g8f6 (32.94s | 49 sim/s)
   [Worker 18] Move 14: f7f6 (33.35s | 48 sim/s)
   [Worker 12] Move 14: g7g5 (31.59s | 51 sim/s)
   [Worker 32] Move 14: f6e4 (30.60s | 52 sim/s)
   [Worker 29] Move 14: e6d5 (36.14s | 44 sim/s)
   [Worker 37] Move 14: e7e6 (32.12s | 50 sim/s)
   [Worker 34] Move 14: f8h6 (30.37s | 53 sim/s)
   [Worker 9] Move 14: g8f6 (34.33s | 47 sim/s)
   [Worker 0] Move 14: e4f2 (35.04s | 46 sim/s)
   [Worker 42] Move 14: f4f3 (30.55s | 52 sim/s)
   [Worker 41] Move 14: c8b8 (32.32s | 50 sim/s)
   [Worker 26] Move 14: d7d6 (33.99s | 47 sim/s)
   [Worker 25] Move 14: d8c7 (32.85s | 49 sim/s)
   [Worker 4] Move 14: c8b7 (35.63s | 45 sim/s)
   [Worker 43] Move 14: d7d5 (32.83s | 49 sim/s)
   [Worker 11] Move 14: d8d7 (35.49s | 45 sim/s)
   [Worker 24] Move 14: d8c7 (34.52s | 46 sim/s)
   [Worker 35] Move 14: d5d4 (33.96s | 47 sim/s)
   [Worker 15] Move 14: f5f4 (35.43s | 45 sim/s)
   [Worker 30] Move 14: c8g4 (32.67s | 49 sim/s)
   [Worker 17] Move 14: f4e3 (36.66s | 44 sim/s)
   [Worker 28] Move 14: g8e7 (34.97s | 46 sim/s)
   [Worker 27] Move 14: c8g4 (32.30s | 50 sim/s)
   [Worker 20] Move 14: c7c6 (36.34s | 44 sim/s)
   [Worker 23] Move 14: c8g4 (35.19s | 45 sim/s)
   [Worker 21] Move 14: f7f6 (32.54s | 49 sim/s)
   [Worker 38] Move 14: b7b6 (32.44s | 49 sim/s)
   [Worker 14] Move 15: d1c1 (31.89s | 50 sim/s)
   [Worker 33] Move 14: f8e8 (31.91s | 50 sim/s)
   [Worker 40] Move 14: e7e5 (34.46s | 46 sim/s)
   [Worker 39] Move 14: a5b4 (32.86s | 49 sim/s)
   [Worker 31] Move 15: d1c1 (33.57s | 48 sim/s)
   [Worker 36] Move 14: g4f3 (34.32s | 47 sim/s)
   [Worker 10] Move 15: f1e2 (32.11s | 50 sim/s)
   [Worker 7] Move 15: e4d5 (32.04s | 50 sim/s)
   [Worker 22] Move 14: f6e4 (36.76s | 44 sim/s)
   [Worker 1] Move 15: e1f2 (33.85s | 47 sim/s)
   [Worker 5] Move 15: g2g4 (35.00s | 46 sim/s)
   [Worker 2] Move 15: e1f2 (32.48s | 49 sim/s)
   [Worker 18] Move 15: b3b4 (30.82s | 52 sim/s)
   [Worker 13] Move 15: c1d2 (33.39s | 48 sim/s)
   [Worker 3] Move 15: c3d4 (33.55s | 48 sim/s)
   [Worker 16] Move 14: g8f6 (36.73s | 44 sim/s)
   [Worker 6] Move 15: g2g4 (33.25s | 48 sim/s)
   [Worker 8] Move 15: d1d3 (33.49s | 48 sim/s)
   [Worker 32] Move 15: f2f4 (32.39s | 49 sim/s)
   [Worker 29] Move 15: c3b5 (33.41s | 48 sim/s)
   [Worker 12] Move 15: c3d5 (34.02s | 47 sim/s)
   [Worker 19] Move 15: h2h4 (36.19s | 44 sim/s)
   [Worker 42] Move 15: c6e7 (31.55s | 51 sim/s)
   [Worker 37] Move 15: f1e2 (33.50s | 48 sim/s)
   [Worker 34] Move 15: g4e6 (33.58s | 48 sim/s)
   [Worker 9] Move 15: e4e5 (33.16s | 48 sim/s)
   [Worker 41] Move 15: g2g4 (32.86s | 49 sim/s)
   [Worker 4] Move 15: h2h3 (31.94s | 50 sim/s)
   [Worker 26] Move 15: d2b4 (32.47s | 49 sim/s)
   [Worker 0] Move 15: g1h3 (35.36s | 45 sim/s)
   [Worker 43] Move 15: b1c3 (33.71s | 47 sim/s)
   [Worker 11] Move 15: e1e2 (33.41s | 48 sim/s)
   [Worker 25] Move 15: e1g1 (36.30s | 44 sim/s)
   [Worker 35] Move 15: c3d4 (34.43s | 46 sim/s)
   [Worker 24] Move 15: e1g1 (34.66s | 46 sim/s)
   [Worker 27] Move 15: e1d2 (32.02s | 50 sim/s)
   [Worker 15] Move 15: c4c5 (35.71s | 45 sim/s)
   [Worker 17] Move 15: f3d4 (34.23s | 47 sim/s)
   [Worker 30] Move 15: h3g1 (34.67s | 46 sim/s)
   [Worker 23] Move 15: f2f3 (32.31s | 50 sim/s)
   [Worker 28] Move 15: c6b5 (35.60s | 45 sim/s)
   [Worker 20] Move 15: f7d8 (36.22s | 44 sim/s)
   [Worker 21] Move 15: c3c4 (34.16s | 47 sim/s)
   [Worker 33] Move 15: d2d3 (32.37s | 49 sim/s)
   [Worker 14] Move 16: e8f7 (32.90s | 49 sim/s)
   [Worker 38] Move 15: d4e5 (35.29s | 45 sim/s)
   [Worker 39] Move 15: c3b4 (32.04s | 50 sim/s)
   [Worker 31] Move 16: d6d5 (31.91s | 50 sim/s)
   [Worker 10] Move 16: a6b4 (32.20s | 50 sim/s)
   [Worker 36] Move 15: g2g4 (33.69s | 47 sim/s)
   [Worker 40] Move 15: b1d2 (38.43s | 42 sim/s)
   [Worker 1] Move 16: c7c5 (32.10s | 50 sim/s)
   [Worker 7] Move 16: g8f6 (34.98s | 46 sim/s)
   [Worker 2] Move 16: c7c5 (32.29s | 50 sim/s)
   [Worker 18] Move 16: c5b4 (32.56s | 49 sim/s)
   [Worker 3] Move 16: d7d5 (33.71s | 47 sim/s)
   [Worker 5] Move 16: h5g4 (35.27s | 45 sim/s)
   [Worker 13] Move 16: b8c6 (34.53s | 46 sim/s)
   [Worker 22] Move 15: g2g4 (37.18s | 43 sim/s)
   [Worker 32] Move 16: g7g5 (34.09s | 47 sim/s)
   [Worker 12] Move 16: e7e5 (32.58s | 49 sim/s)
   [Worker 16] Move 15: f1g2 (35.52s | 45 sim/s)
   [Worker 29] Move 16: c7c5 (33.00s | 48 sim/s)
   [Worker 19] Move 16: b8d7 (32.68s | 49 sim/s)
   [Worker 42] Move 16: b7b5 (32.70s | 49 sim/s)
   [Worker 8] Move 16: b4b3 (36.84s | 43 sim/s)
   [Worker 6] Move 16: h5g4 (37.68s | 42 sim/s)
   [Worker 34] Move 16: g8f6 (33.04s | 48 sim/s)
   [Worker 41] Move 16: c7c5 (33.17s | 48 sim/s)
   [Worker 9] Move 16: e8d7 (34.55s | 46 sim/s)
   [Worker 0] Move 16: c5d4 (32.88s | 49 sim/s)
   [Worker 37] Move 16: h7h6 (36.45s | 44 sim/s)
   [Worker 4] Move 16: b7a6 (33.46s | 48 sim/s)
   [Worker 26] Move 16: a5b3 (33.54s | 48 sim/s)
   [Worker 11] Move 16: c7c6 (31.49s | 51 sim/s)
   [Worker 43] Move 16: e7e5 (34.52s | 46 sim/s)
   [Worker 35] Move 16: e7e6 (32.43s | 49 sim/s)
   [Worker 25] Move 16: e6f5 (33.94s | 47 sim/s)
   [Worker 24] Move 16: e6f5 (33.17s | 48 sim/s)
   [Worker 17] Move 16: f7f5 (31.58s | 51 sim/s)
   [Worker 27] Move 16: g8f6 (33.75s | 47 sim/s)
   [Worker 15] Move 16: a7a6 (33.96s | 47 sim/s)
   [Worker 30] Move 16: f8g7 (35.80s | 45 sim/s)
   [Worker 20] Move 16: e7g6 (32.91s | 49 sim/s)
   [Worker 23] Move 16: g4f3 (36.52s | 44 sim/s)
   [Worker 39] Move 16: g8h6 (30.63s | 52 sim/s)
   [Worker 28] Move 16: c7c5 (37.19s | 43 sim/s)
   [Worker 21] Move 16: a6c5 (34.75s | 46 sim/s)
   [Worker 33] Move 16: c7c6 (33.92s | 47 sim/s)
   [Worker 31] Move 17: h3g3 (33.50s | 48 sim/s)
   [Worker 14] Move 17: h2h4 (36.28s | 44 sim/s)
   [Worker 38] Move 16: d6d5 (36.27s | 44 sim/s)
   [Worker 36] Move 16: d6d5 (32.11s | 50 sim/s)
   [Worker 10] Move 17: e2b5 (34.88s | 46 sim/s)
   [Worker 1] Move 17: a1b1 (32.47s | 49 sim/s)
   [Worker 2] Move 17: a1b1 (30.96s | 52 sim/s)
   [Worker 5] Move 17: f1h3 (30.83s | 52 sim/s)
   [Worker 7] Move 17: b2b4 (33.60s | 48 sim/s)
   [Worker 40] Move 16: c7c5 (35.86s | 45 sim/s)
   [Worker 18] Move 17: f1g2 (33.54s | 48 sim/s)
   [Worker 29] Move 17: c1d2 (31.95s | 50 sim/s)
   [Worker 13] Move 17: f7d8 (34.48s | 46 sim/s)
   [Worker 3] Move 17: b1d2 (35.41s | 45 sim/s)
   [Worker 19] Move 17: e2e4 (32.41s | 49 sim/s)
   [Worker 32] Move 17: d2d3 (33.62s | 48 sim/s)
   [Worker 12] Move 17: g2g3 (33.67s | 48 sim/s)
   [Worker 16] Move 16: c8e6 (33.73s | 47 sim/s)
   [Worker 22] Move 16: e7g5 (35.64s | 45 sim/s)
   [Worker 41] Move 17: e2e4 (31.21s | 51 sim/s)
   [Worker 42] Move 17: e7c8 (34.08s | 47 sim/s)
   [Worker 34] Move 17: e6f7 (33.02s | 48 sim/s)
   [Worker 8] Move 17: g1f3 (33.87s | 47 sim/s)
   [Worker 9] Move 17: g1h3 (32.29s | 50 sim/s)
   [Worker 37] Move 17: h1f1 (31.60s | 51 sim/s)
   [Worker 6] Move 17: f1h3 (35.25s | 45 sim/s)
   [Worker 0] Move 17: h3g5 (33.53s | 48 sim/s)
   [Worker 4] Move 17: b1a3 (33.65s | 48 sim/s)
   [Worker 26] Move 17: b4e1 (35.26s | 45 sim/s)
   [Worker 11] Move 17: e2e3 (33.35s | 48 sim/s)
   [Worker 43] Move 17: e4d5 (33.46s | 48 sim/s)
   [Worker 35] Move 17: c1a3 (33.10s | 48 sim/s)
   [Worker 25] Move 17: a2a4 (34.64s | 46 sim/s)
   [Worker 27] Move 17: f2f3 (32.85s | 49 sim/s)
   [Worker 17] Move 17: d4e6 (34.65s | 46 sim/s)
   [Worker 24] Move 17: a2a4 (35.72s | 45 sim/s)
   [Worker 15] Move 17: c5b6 (35.20s | 45 sim/s)
   [Worker 30] Move 17: g1e2 (34.71s | 46 sim/s)
   [Worker 23] Move 17: c4b5 (33.71s | 47 sim/s)
   [Worker 28] Move 17: d4c5 (34.02s | 47 sim/s)
   [Worker 39] Move 17: b1d2 (34.29s | 47 sim/s)
   [Worker 20] Move 17: e2e4 (35.76s | 45 sim/s)
   [Worker 14] Move 18: g7f8 (32.21s | 50 sim/s)
   [Worker 21] Move 17: a1a2 (35.75s | 45 sim/s)
   [Worker 31] Move 18: d8d7 (33.30s | 48 sim/s)
   [Worker 10] Move 18: c7c6 (31.71s | 50 sim/s)
   [Worker 33] Move 17: f1g2 (37.40s | 43 sim/s)
   [Worker 38] Move 17: e5f6 (35.30s | 45 sim/s)
   [Worker 1] Move 18: h7h6 (32.72s | 49 sim/s)
   [Worker 36] Move 17: c3b4 (35.60s | 45 sim/s)
   [Worker 2] Move 18: h7h6 (34.17s | 47 sim/s)
   [Worker 5] Move 18: f7f6 (32.70s | 49 sim/s)
   [Worker 7] Move 18: d8d5 (35.07s | 46 sim/s)
   [Worker 13] Move 18: a8b8 (31.98s | 50 sim/s)
   [Worker 40] Move 17: d2c4 (36.07s | 44 sim/s)
   [Worker 18] Move 18: d7d5 (35.15s | 46 sim/s)
   [Worker 19] Move 18: d7b8 (32.28s | 50 sim/s)
   [Worker 32] Move 18: g5h4 (32.62s | 49 sim/s)
   [Worker 29] Move 18: f8g7 (33.98s | 47 sim/s)
   [Worker 3] Move 18: c8e6 (33.81s | 47 sim/s)
   [Worker 42] Move 18: a8c8 (31.88s | 50 sim/s)
   [Worker 12] Move 18: c8e6 (34.07s | 47 sim/s)
   [Worker 34] Move 18: e8f8 (32.54s | 49 sim/s)
   [Worker 16] Move 17: b3a3 (35.49s | 45 sim/s)
   [Worker 41] Move 18: a7a6 (34.50s | 46 sim/s)
   [Worker 37] Move 18: f8e7 (32.75s | 49 sim/s)
   [Worker 22] Move 17: f1g2 (35.74s | 45 sim/s)
   [Worker 0] Move 18: f2d1 (32.41s | 49 sim/s)
   [Worker 8] Move 18: c7c6 (35.58s | 45 sim/s)
   [Worker 6] Move 18: f7f6 (33.96s | 47 sim/s)
   [Worker 9] Move 18: d8e8 (36.22s | 44 sim/s)
   [Worker 11] Move 18: d7d8 (33.58s | 48 sim/s)
   [Worker 4] Move 18: h6h5 (35.67s | 45 sim/s)
   [Worker 26] Move 18: g8f6 (34.82s | 46 sim/s)
   [Worker 35] Move 18: f8e7 (33.38s | 48 sim/s)
